order_id,Section A,Section B,Section C,Section D,Section E,Section F,Section G,Section H,Section I,Section J,number_of_items
580,0,0,1,1,1,0,0,0,0,0,14
581,1,1,1,0,0,1,0,1,1,0,17
582,0,0,0,0,0,0,0,0,0,0,12
583,0,1,0,1,0,0,1,0,0,1,8
584,0,0,1,1,1,0,0,0,0,0,6
585,0,1,1,0,1,0,1,1,0,1,18
586,0,1,0,1,0,0,1,0,0,1,2
587,1,0,0,0,0,0,0,1,0,0,8
588,0,1,1,0,1,1,0,0,1,0,14
589,0,0,1,0,1,1,0,0,0,0,7
590,0,1,0,1,0,1,0,0,1,1,3
591,1,0,1,1,1,1,0,0,0,0,19
592,1,0,0,0,1,0,0,0,0,1,8
593,1,1,1,1,0,0,1,0,1,1,20
594,1,0,0,0,0,0,1,0,0,0,12
595,0,0,0,1,0,0,1,1,0,0,19
596,1,0,1,0,0,0,1,1,0,0,9
597,1,0,0,0,0,0,0,0,0,0,5
598,0,1,0,1,0,0,1,0,1,0,6
599,1,1,1,0,1,1,0,1,0,1,10
600,0,0,1,0,0,0,0,0,1,1,12
601,0,0,0,0,1,1,0,1,0,1,15
602,1,0,1,1,1,1,0,0,0,0,16
603,1,0,1,0,0,1,0,0,1,0,9
604,0,0,1,0,1,1,1,1,0,1,9
605,0,1,1,0,1,1,1,0,1,0,7
606,1,1,0,1,0,0,1,1,1,1,9
607,1,1,1,1,0,0,1,0,1,1,5
608,0,0,0,1,0,1,1,0,1,0,3
609,1,1,1,1,1,0,0,1,1,1,6
610,0,1,0,1,1,0,0,1,1,0,1
611,1,0,0,0,0,1,1,0,1,0,20
612,1,0,0,1,1,0,0,1,0,0,3
613,0,0,0,0,1,0,1,0,1,0,8
614,0,0,0,0,0,0,1,1,0,1,4
615,1,0,0,1,0,1,0,1,1,0,20
616,1,0,1,1,0,1,1,1,1,1,8
617,0,0,1,1,1,1,0,1,1,0,4
618,1,1,1,1,0,0,1,1,0,0,19
619,0,0,1,0,1,0,0,0,0,1,6
620,1,1,0,1,0,0,0,1,0,1,15
621,1,1,1,1,0,0,0,0,0,0,13
622,1,0,0,1,0,0,1,0,0,0,8
623,0,1,1,0,0,0,1,1,1,0,18
624,1,0,1,1,0,0,0,1,0,1,15
625,0,1,1,0,0,1,1,0,0,1,9
626,0,0,0,0,0,1,1,0,0,0,9
627,0,0,1,0,0,1,0,0,1,0,19
628,0,1,1,0,0,0,1,0,1,0,3
629,0,1,1,0,0,0,0,0,1,0,10
630,1,0,1,1,1,0,1,1,1,1,18
631,1,1,0,0,0,1,0,0,0,1,17
632,0,0,0,1,1,0,0,0,0,0,19
633,0,0,0,0,0,1,0,0,0,0,11
634,0,0,1,1,1,1,0,0,0,1,11
635,1,0,1,1,0,1,0,1,1,1,6
636,0,1,0,1,0,0,0,0,0,0,10
637,0,1,0,0,0,1,1,0,0,0,9
638,0,1,0,0,1,1,0,0,0,1,12
639,0,0,1,0,0,0,1,0,1,1,16
640,1,0,1,1,0,0,1,0,0,1,4
641,1,1,0,0,1,0,0,1,0,1,10
642,0,1,0,1,1,0,0,0,1,1,13
643,1,1,0,1,1,0,1,0,0,1,6
644,1,0,1,1,1,1,0,0,0,0,2
645,0,0,0,0,0,0,1,0,0,1,8
646,0,0,0,1,0,0,1,1,1,0,8
647,1,0,0,0,1,0,1,1,1,0,14
648,1,1,0,1,0,1,1,0,0,1,13
649,1,0,1,0,1,1,1,0,0,0,9
650,0,0,1,0,0,0,0,0,0,0,15
651,1,1,1,0,1,0,0,1,1,0,4
652,1,1,1,1,1,1,1,1,0,1,6
653,0,0,0,0,0,1,1,0,1,1,19
654,0,0,1,1,0,0,1,0,0,1,12
655,1,0,0,1,0,0,1,0,1,0,12
656,1,1,0,0,1,1,1,0,1,1,14
657,0,0,1,0,0,0,0,1,1,1,15
658,0,1,1,0,1,1,1,0,0,1,3
659,0,1,1,1,1,0,1,0,0,1,8
660,1,1,1,1,1,1,1,0,0,0,1
661,0,0,1,0,0,1,0,0,1,0,2
662,0,0,1,1,1,1,1,1,1,0,3
663,0,1,1,0,0,0,0,1,0,0,16
664,0,0,1,1,1,0,1,1,1,1,19
665,0,0,1,0,1,0,1,0,1,0,6
666,1,1,0,0,1,1,0,1,1,0,11
667,1,1,0,0,0,1,1,0,0,1,14
668,1,0,1,1,0,0,1,0,1,0,2
669,1,0,0,1,1,0,1,1,0,1,13
670,1,1,1,0,0,0,0,1,0,0,20
671,1,1,0,0,1,1,0,1,1,0,2
672,0,0,0,1,1,0,1,1,0,0,4
673,0,1,0,1,0,0,1,1,0,0,4
674,1,0,1,1,1,0,0,0,1,0,11
675,1,0,1,1,1,1,0,1,0,0,14
676,0,0,0,0,0,1,1,0,1,1,12
677,0,1,1,0,1,1,1,0,0,0,11
678,1,1,1,1,1,0,0,0,0,1,16
679,0,1,1,1,0,0,0,1,1,1,7
680,1,0,1,0,0,1,0,1,1,0,12
681,1,1,0,0,0,1,0,1,0,0,16
682,0,0,1,0,0,0,0,0,0,1,19
683,1,0,1,1,1,0,0,1,1,1,9
684,0,1,1,0,0,1,1,0,0,0,17
685,0,1,1,0,1,0,1,0,0,1,8
686,1,0,0,0,0,0,1,0,0,0,4
687,0,0,0,0,0,1,0,0,1,1,19
688,1,1,1,1,0,1,1,0,1,1,12
689,0,1,0,0,0,1,1,1,0,1,18
690,1,1,0,1,0,1,1,0,1,0,16
691,0,0,1,1,1,1,1,1,0,1,4
692,1,1,0,1,1,1,0,1,1,0,13
693,1,1,0,1,0,1,0,0,1,1,15
694,0,1,0,1,0,0,1,0,0,1,10
695,0,1,0,1,0,0,0,0,1,0,16
696,1,0,0,1,1,0,0,0,1,1,3
697,0,0,1,1,1,0,1,0,0,1,9
698,1,1,1,1,0,0,1,1,0,1,16
699,1,0,0,1,1,0,0,1,0,0,14
700,0,0,0,1,1,0,1,1,1,1,6
701,0,1,1,0,0,1,1,1,1,0,4
702,1,0,0,0,0,1,0,1,0,1,17
703,0,1,0,1,1,0,0,0,0,1,7
704,0,1,1,1,1,0,1,1,0,1,2
705,0,1,1,1,0,0,0,1,1,1,18
706,1,0,0,0,0,0,1,1,1,0,16
707,1,1,0,1,1,0,1,0,0,0,9
708,1,0,1,1,1,1,0,0,1,1,4
709,0,1,1,0,1,0,1,1,0,0,15
710,1,0,0,1,1,0,0,0,1,1,19
711,1,0,1,1,1,1,0,0,0,1,19
712,1,1,1,1,1,1,0,0,0,1,6
713,1,1,0,0,0,0,0,0,0,1,14
714,0,0,0,1,1,0,0,1,1,0,7
715,1,1,1,1,0,1,1,1,0,0,4
716,1,0,1,0,1,1,0,0,1,1,11
717,1,0,0,0,1,0,1,1,0,1,19
718,0,0,1,1,0,0,1,1,0,0,18
719,1,0,0,1,1,1,1,1,1,0,2
720,1,0,1,0,1,0,1,0,1,1,10
721,1,0,1,1,1,0,0,1,1,1,19
722,0,0,1,0,1,1,0,0,0,0,2
723,0,0,1,0,0,0,1,0,1,0,14
724,0,0,1,0,0,0,1,0,0,0,15
725,0,0,0,1,1,1,1,0,1,0,3
726,1,1,0,0,0,0,1,0,1,0,9
727,1,0,1,0,0,1,1,1,0,1,3
728,1,1,1,0,1,1,0,1,0,1,7
729,1,0,0,0,1,1,1,0,1,0,9
730,0,0,0,1,0,1,0,0,0,0,4
731,1,0,1,1,0,1,1,1,1,1,12
732,0,0,1,0,0,0,1,1,0,0,5
733,0,1,1,0,0,1,0,1,0,1,3
734,1,0,0,0,1,0,0,1,1,0,3
735,0,0,0,0,0,0,1,1,0,0,19
736,0,0,1,0,1,1,1,0,0,0,13
737,0,0,0,1,0,0,0,1,1,0,12
738,0,0,1,1,1,0,0,1,0,1,5
739,0,0,0,1,0,0,1,1,1,0,9
740,1,1,0,1,0,0,0,1,1,0,2
741,0,0,1,0,0,0,0,0,0,1,6
742,0,1,1,0,0,0,1,0,0,0,19
743,0,1,1,1,1,1,1,1,1,0,1
744,0,1,1,0,0,0,0,0,1,1,19
745,1,1,1,0,1,1,1,0,0,1,6
746,1,0,0,1,0,0,0,0,0,0,16
747,0,1,0,1,1,1,1,1,0,1,20
748,1,1,0,0,0,0,0,0,1,0,19
749,1,0,0,1,0,1,0,0,0,1,20
750,0,1,0,1,1,0,1,1,0,0,5
751,1,0,0,1,0,1,1,0,1,0,13
752,0,0,0,0,1,0,1,0,1,0,11
753,0,1,1,0,0,1,1,1,0,0,12
754,1,0,0,0,0,1,0,1,0,0,18
755,1,0,1,1,1,1,0,0,0,0,13
756,1,0,1,0,1,1,0,1,0,0,7
757,1,1,0,1,0,1,0,0,1,0,14
758,0,1,0,0,1,1,1,0,0,0,12
759,1,1,0,1,1,1,1,1,1,0,7
760,0,1,1,0,0,0,1,1,1,1,6
761,0,1,0,0,1,0,0,0,1,1,18
762,1,0,0,1,0,1,1,0,0,0,13
763,0,1,0,1,1,0,1,1,0,1,2
764,1,1,0,1,0,1,0,0,1,1,13
765,0,0,1,0,1,1,0,1,1,1,3
766,0,1,0,0,0,0,1,1,1,0,16
767,0,1,0,1,1,0,1,0,0,1,12
768,0,0,0,0,0,1,1,0,1,0,16
769,1,1,1,1,0,1,0,0,0,0,8
770,0,1,1,1,1,1,1,1,1,0,15
771,0,0,0,1,1,1,1,1,1,1,8
772,0,1,0,1,0,0,1,0,0,0,4
773,0,0,1,1,1,0,1,0,0,0,16
774,1,0,1,0,0,0,1,1,0,1,5
775,0,0,1,0,0,1,0,0,1,1,7
776,0,0,0,0,1,1,0,0,0,1,5
777,1,1,0,1,1,1,1,1,0,0,8
778,1,0,0,1,1,1,1,1,1,0,5
779,1,1,0,1,0,1,0,1,0,1,20
780,1,0,0,0,1,0,1,1,0,0,11
781,0,0,1,0,1,1,1,1,1,0,18
782,0,1,1,0,1,1,0,0,0,1,7
783,1,0,0,0,0,0,1,0,1,1,12
784,0,0,1,1,0,1,0,1,1,0,13
785,1,1,1,0,0,1,0,0,0,1,15
786,0,0,0,1,0,1,0,1,1,1,7
787,0,1,0,1,0,1,0,0,1,1,16
788,1,0,1,1,0,1,1,0,1,0,11
789,0,0,0,0,0,0,0,0,1,1,15
790,0,1,0,0,0,1,1,1,1,1,15
791,0,0,1,0,1,1,0,0,0,1,18
792,1,0,0,0,1,1,0,1,0,0,7
793,1,1,0,0,0,1,1,0,1,0,4
794,1,1,0,1,0,0,0,1,1,1,17
795,0,0,1,1,1,1,0,1,0,1,16
796,1,1,0,0,1,1,1,0,1,1,4
797,0,0,0,1,1,1,1,1,1,1,14
798,1,0,1,0,0,1,0,1,0,0,11
799,0,0,1,0,1,1,0,1,1,0,6
800,0,1,1,0,1,0,1,0,0,1,20
801,1,1,1,0,1,1,1,1,0,0,2
802,0,1,1,1,1,1,1,1,0,0,10
803,1,1,1,1,0,1,0,1,0,0,8
804,0,1,0,1,1,1,0,1,0,1,15
805,0,1,0,0,1,0,1,1,0,1,20
806,0,0,1,0,0,0,0,0,1,1,16
807,1,1,0,1,1,0,0,0,1,1,20
808,1,1,0,1,1,0,1,0,1,1,7
809,0,0,0,0,1,1,0,0,1,1,5
810,0,0,1,1,1,1,0,1,1,0,10
811,1,0,0,1,1,1,1,0,1,1,14
812,1,0,1,0,1,0,1,0,1,0,14
813,1,1,1,0,1,0,0,1,0,1,11
814,0,0,1,0,1,1,1,0,0,0,1
815,0,1,1,1,1,0,0,0,1,0,12
816,1,1,0,1,0,0,0,0,0,0,9
817,0,0,1,0,1,1,0,0,0,1,13
818,0,0,1,1,1,0,1,0,0,0,10
819,1,1,1,0,1,0,0,0,0,1,13
820,0,0,0,0,1,0,1,1,0,0,12
821,0,0,1,0,1,0,0,0,0,1,20
822,1,0,1,0,0,1,0,1,0,0,1
823,0,0,1,1,1,0,1,1,1,1,11
824,1,1,1,1,0,0,0,0,0,1,7
825,0,1,0,0,1,0,0,0,1,0,15
826,0,1,0,1,1,0,0,0,1,0,20
827,1,0,1,0,1,0,0,1,1,1,13
828,1,0,1,1,0,1,1,0,1,0,3
829,0,1,1,1,1,1,1,1,1,0,13
830,0,0,0,0,0,1,0,0,1,1,3
831,0,1,0,0,0,0,1,1,1,1,17
832,1,0,1,0,1,0,1,1,0,0,13
833,0,0,0,1,1,1,0,0,1,0,1
834,1,1,1,0,0,1,1,1,0,1,13
835,1,0,1,0,0,0,1,0,0,1,11
836,0,0,1,1,0,0,1,0,1,1,1
837,1,1,1,1,0,1,0,1,0,1,3
838,0,1,0,1,1,1,0,1,1,0,17
839,0,0,1,0,0,1,1,1,0,0,14
840,0,0,1,1,0,0,1,1,1,1,10
841,1,1,0,0,1,0,1,0,0,1,8
842,1,1,0,0,0,0,0,1,0,1,7
843,1,1,1,0,0,0,1,1,1,0,16
844,0,1,1,0,0,1,0,0,1,1,8
845,0,1,1,0,0,1,0,0,0,1,3
846,0,1,1,1,0,0,1,1,0,1,20
847,1,0,0,1,0,0,1,0,1,0,16
848,0,1,1,0,1,1,0,1,1,0,7
849,0,0,0,0,0,1,0,1,1,1,18
850,0,1,1,1,1,1,1,0,1,1,12
851,0,1,1,0,1,0,1,1,1,0,1
852,0,0,1,1,0,0,0,0,1,0,12
853,0,1,0,1,0,0,1,0,0,1,20
854,1,0,1,0,1,0,0,1,0,0,12
855,1,1,0,0,0,0,1,0,0,0,18
856,0,1,1,1,1,0,0,1,1,1,20
857,0,1,0,1,0,1,0,1,0,1,13
858,0,0,1,0,0,0,0,0,1,0,17
859,1,0,0,1,1,0,0,1,1,0,8
860,1,0,1,1,1,0,0,0,1,1,12
861,0,0,0,0,0,1,0,0,1,0,10
862,0,1,1,0,1,0,0,1,0,0,4
863,0,0,1,1,1,1,1,0,1,1,15
864,1,0,1,1,1,1,1,1,0,0,11
865,1,0,1,0,1,1,1,0,1,1,10
866,1,1,1,0,1,1,0,0,1,1,20
867,0,0,1,0,1,1,1,1,1,0,18
868,0,0,1,0,1,0,0,1,1,1,18
869,0,1,0,1,1,0,0,0,1,0,13
870,1,0,0,1,0,0,0,1,1,0,16
871,0,0,0,1,0,1,1,0,1,0,4
872,1,0,1,0,1,1,0,1,0,0,12
873,0,1,1,1,0,0,0,1,0,0,15
874,0,1,1,1,1,0,0,1,0,1,3
875,1,1,0,0,1,1,0,1,0,1,8
876,0,0,0,1,0,1,0,1,1,1,4
877,0,1,1,0,1,1,0,0,0,1,8
878,0,0,1,1,0,0,1,1,0,1,12
879,0,1,1,1,0,1,1,1,1,1,5
880,0,0,1,0,1,0,1,1,1,0,1
881,0,1,1,0,1,0,0,1,0,1,17
882,1,1,0,1,0,0,0,0,1,0,6
883,1,1,1,0,1,1,0,0,0,1,10
884,1,0,0,0,0,1,1,0,1,0,1
885,0,1,0,1,0,1,1,1,1,0,4
886,0,1,0,0,0,0,0,0,0,1,4
887,0,1,0,0,0,1,1,0,0,0,6
888,1,0,0,1,0,1,0,0,1,0,16
889,0,0,1,1,1,0,0,0,0,1,20
890,1,1,0,0,1,0,1,0,1,1,6
891,0,0,1,1,0,0,0,0,0,1,7
892,1,1,0,1,0,1,1,1,0,1,1
893,1,0,1,0,1,1,0,0,0,0,6
894,1,1,1,0,1,1,1,1,1,0,18
895,1,0,1,0,0,1,0,0,1,0,14
896,1,0,1,1,0,0,1,0,0,1,17
897,1,1,1,1,1,1,0,1,0,0,5
898,1,0,0,1,1,1,0,0,0,1,11
899,0,1,0,1,0,0,0,0,0,1,3
900,0,1,0,0,1,1,0,0,0,1,7
901,1,1,0,1,0,0,0,0,1,0,14
902,0,1,1,0,1,0,1,1,1,1,16
903,0,1,1,1,0,0,0,0,1,1,15
904,0,0,1,1,0,1,1,1,0,0,8
905,0,0,0,0,1,1,1,0,0,1,9
906,0,1,0,1,0,1,0,1,1,0,20
907,1,1,0,1,0,0,1,1,1,1,18
908,0,0,0,1,0,1,1,0,1,0,8
909,0,0,0,1,1,0,0,1,1,1,2
910,0,1,1,1,1,1,0,0,0,1,14
911,0,0,0,0,0,0,1,0,0,0,12
912,0,0,0,0,0,1,1,0,1,0,1
913,0,1,0,0,1,1,1,0,1,0,11
914,0,1,0,0,0,1,0,0,0,1,17
915,1,0,1,1,0,0,0,0,1,1,2
916,1,0,1,1,1,1,0,0,1,0,14
917,0,1,1,1,1,1,0,0,0,0,12
918,1,0,0,1,0,1,1,0,0,1,7
919,1,0,1,0,0,0,0,0,0,0,14
920,1,1,1,1,1,1,0,0,1,1,19
921,1,1,1,0,1,1,1,1,0,0,19
922,0,1,0,0,0,0,1,0,0,0,15
923,0,1,0,1,1,0,1,1,0,0,2
924,0,0,1,0,0,1,0,0,0,1,19
925,0,1,0,1,1,1,1,1,0,1,11
926,1,0,0,1,0,1,0,1,0,1,7
927,1,1,0,0,1,0,0,0,1,1,9
928,1,0,1,1,1,0,0,0,1,1,14
929,0,0,0,1,0,1,0,1,1,0,2
930,0,1,1,0,0,1,1,1,1,0,9
931,0,0,1,1,0,0,0,1,0,1,4
932,0,1,0,0,1,1,1,0,1,0,11
933,1,0,0,1,0,1,0,0,0,0,12
934,0,1,0,0,1,0,0,0,1,0,2
935,1,1,1,0,1,0,0,1,1,1,15
936,0,1,0,1,1,1,0,0,0,1,18
937,1,0,0,1,0,0,1,1,1,1,19
938,0,1,1,1,0,1,0,1,0,1,14
939,0,0,1,1,0,1,0,1,1,0,20
940,0,1,0,1,0,1,0,1,0,1,10
941,0,0,1,0,0,0,1,1,0,1,20
942,0,0,1,0,1,1,1,1,1,0,6
943,0,1,1,1,1,1,0,1,1,0,3
944,1,0,1,1,0,0,0,0,1,1,8
945,0,0,0,1,0,1,0,0,1,0,7
946,1,0,1,0,0,1,1,1,0,0,8
947,0,0,1,0,0,0,0,0,1,0,2
948,0,1,1,0,1,0,0,0,1,1,20
949,1,1,0,0,0,1,0,0,1,0,15
950,0,0,1,0,1,0,1,0,0,1,10
951,0,1,1,1,0,0,1,1,0,0,8
952,1,0,1,0,0,0,1,0,1,0,6
953,0,0,0,0,1,1,1,0,0,0,11
954,1,1,1,0,1,0,0,0,1,1,9
955,0,0,0,0,0,0,0,1,0,0,2
956,0,0,0,0,0,0,1,1,0,0,15
957,0,0,0,0,1,1,1,1,0,1,4
958,1,1,0,0,0,1,1,0,1,1,11
959,1,0,1,0,0,0,0,1,0,1,14
960,0,0,0,0,1,0,1,0,1,1,6
961,1,1,1,1,1,1,1,1,0,1,18
962,1,0,0,1,1,0,0,0,0,0,19
963,0,0,1,1,1,0,0,1,1,1,4
964,1,0,0,0,1,1,1,0,1,0,14
965,0,0,1,0,0,1,0,0,0,0,20
966,0,1,0,1,0,1,1,0,1,0,15
967,1,0,0,0,0,1,1,1,1,0,17
968,1,1,1,1,1,1,1,0,1,1,14
969,0,0,1,0,1,0,0,0,1,0,16
970,0,1,0,0,0,1,0,0,0,1,17
971,0,1,0,1,1,0,1,1,1,0,15
972,1,1,0,1,0,1,1,0,0,0,14
973,0,0,0,0,1,1,0,1,0,0,7
974,1,1,1,0,0,1,1,1,1,0,12
975,1,1,1,0,1,0,0,1,0,0,13
976,1,0,0,1,1,0,1,1,1,1,20
977,0,0,1,0,1,0,0,1,0,0,15
978,1,0,0,0,1,1,0,1,1,0,2
979,0,0,0,0,0,0,0,0,1,1,5
980,0,0,0,1,0,0,0,1,1,0,13
981,1,0,0,1,1,1,0,0,0,0,17
982,0,0,1,1,1,0,1,1,0,1,2
983,1,1,0,1,0,1,0,1,0,0,17
984,0,0,1,1,0,1,1,0,1,1,5
985,1,1,1,1,1,0,1,0,1,0,11
986,1,1,0,1,0,1,1,1,0,0,3
987,0,1,1,1,0,1,1,0,1,0,15
988,0,1,0,0,0,1,1,1,0,1,17
989,0,1,1,1,1,0,0,0,0,1,18
990,0,1,0,0,0,1,1,0,0,1,7
991,1,1,0,1,1,1,0,0,1,1,7
992,1,1,1,0,1,1,1,0,0,1,19
993,1,0,1,0,0,0,0,1,1,1,12
994,0,1,0,0,1,0,1,0,0,1,4
995,0,1,0,0,1,0,0,1,0,1,8
996,1,0,1,0,0,1,1,1,1,1,14
997,0,1,1,0,0,1,0,1,1,0,5
998,0,1,1,1,0,0,0,1,0,0,13
999,1,0,0,1,0,0,0,0,1,1,1
1000,1,0,1,0,1,1,0,0,0,0,12
